Activity Type,Date,Title,Distance,Calories,Time,Avg HR,Max HR,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Min Temp,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,2019-10-03 17:36:26,Albany Running,3.53,496,00:37:02,155,170,10:30,7:44,38,41,1.03,0.0,0.0,00:36:17,00:37:02,44,81
Cycling,2019-09-29 16:20:55,Berkeley Cycling,7.75,569,00:44:14,149,170,10.5,33.5,928,906,0.0,55.4,0.0,00:42:26,01:19:46,181,858
Running,2019-09-15 08:40:07,Oakland Running,5.01,737,00:59:33,150,169,11:54,3:35,564,566,0.95,0.0,0.0,00:57:09,00:59:33,786,"1,276"
Cycling,2019-09-13 17:27:45,Berkeley Cycling,0.01,295,00:20:30,153,170,0.0,1.2,--,--,0.0,66.2,0.0,00:00:00,00:20:30,449,455
Running,2019-09-12 17:55:38,Albany Running,3.82,566,00:39:31,161,178,10:21,6:53,38,40,1.01,0.0,0.0,00:37:59,00:39:31,43,81
Running,2019-09-08 10:28:48,Albany Running,3.49,491,00:36:59,150,170,10:36,3:50,27,28,1.02,0.0,0.0,00:35:22,00:36:59,43,80
Running,2019-08-31 09:49:13,Albany Running,3.82,538,00:39:30,154,170,10:21,6:49,27,28,1.03,0.0,0.0,00:39:00,00:39:30,44,81
Running,2019-08-27 18:01:22,Albany Running,3.76,521,00:37:38,155,172,10:01,7:16,40,43,1.06,0.0,0.0,00:36:57,00:37:38,43,80
Running,2019-08-23 17:16:26,El Cerrito Running,2.93,408,00:30:15,154,165,10:20,4:15,38,18,1.04,0.0,0.0,00:29:34,00:30:15,44,80
Cycling,2019-08-18 08:37:18,Berkeley Cycling,35.95,"1,859",03:03:03,146,169,11.8,39.4,"3,652","3,730",0.0,55.4,0.0,02:56:57,03:12:03,135,"1,619"
Cycling,2019-08-13 16:50:01,Berkeley Cycling,19.88,"1,203",01:44:25,152,176,11.4,36.5,"2,175","2,103",0.0,64.4,0.0,01:41:04,01:56:12,280,"1,585"
Running,2019-08-11 09:31:03,Oakland Running,4.16,534,00:57:43,131,160,13:52,6:37,601,608,0.89,0.0,0.0,00:54:05,00:57:43,794,"1,277"
Cycling,2019-08-10 08:53:08,Sausalito Cycling,42.06,"2,388",03:38:27,149,175,11.6,36.2,"3,881","3,930",0.0,55.4,0.0,03:32:13,03:55:14,-33,"2,005"
Running,2019-08-06 17:06:41,Albany Running,3.81,526,00:38:47,155,170,10:11,5:50,27,28,1.05,0.0,0.0,00:38:10,00:38:47,44,80
Cycling,2019-08-04 09:00:09,Berkeley Cycling,27.85,"1,499",02:16:01,148,173,12.3,39.9,"2,671","2,687",0.0,53.6,0.0,02:13:28,02:23:10,109,"1,570"
Running,2019-07-27 10:25:15,Oakland Running,4.46,705,00:54:10,153,175,12:09,1:35,746,741,0.92,0.0,0.0,00:48:44,00:54:10,793,"1,265"
Cycling,2019-07-13 08:43:06,Berkeley Cycling,23.53,"1,472",01:56:31,143,170,12.1,35.3,"2,205","2,287",0.0,51.8,0.0,01:53:32,02:36:44,142,"1,666"
Running,2019-07-11 17:48:44,Albany Running,3.53,487,00:37:11,150,167,10:32,4:15,33,36,1.01,0.0,0.0,00:35:25,00:37:11,44,80
Cycling,2019-07-10 17:32:38,Berkeley Cycling,12.78,878,01:08:04,153,177,11.3,33.0,"1,539","1,480",0.0,59.0,0.0,01:07:50,01:09:03,440,"1,784"
Cycling,2019-07-07 09:04:57,Berkeley Cycling,22.89,"1,132",02:04:26,136,164,11.0,38.9,"2,533","2,536",0.0,48.2,0.0,01:59:03,02:07:43,152,"1,634"
Running,2019-07-06 10:12:16,Oakland Running,4.30,632,00:52:33,146,172,12:13,5:03,597,642,0.9,0.0,0.0,00:47:45,00:52:33,800,"1,281"
Running,2019-07-04 11:39:10,Oakland Running,5.21,756,01:00:21,150,172,11:35,6:27,646,637,0.96,0.0,0.0,00:57:27,01:00:21,797,"1,263"
Cycling,2019-07-02 17:15:41,Berkeley Cycling,19.96,"1,110",01:44:59,144,172,11.4,36.5,"2,244","2,175",0.0,53.6,0.0,01:42:36,01:47:50,280,"1,627"
Cycling,2019-06-30 08:26:49,San Francisco Cycling,39.65,"2,096",03:06:20,143,175,12.8,34.9,"1,900","1,929",0.0,50.0,0.0,02:52:42,04:10:23,-99,348
Running,2019-06-29 10:00:12,Oakland Running,5.27,800,01:04:11,150,170,12:11,5:54,711,708,0.92,0.0,0.0,01:00:00,01:04:11,783,"1,264"
Cycling,2019-06-23 10:35:34,Placer County Cycling,15.76,"2,267",03:33:14,144,179,4.4,28.8,"1,401","2,546",0.0,64.4,0.0,02:33:23,03:33:14,"6,613","8,134"
Running,2019-06-17 19:06:46,Albany Running,3.78,481,00:38:27,144,157,10:10,6:44,31,33,1.05,0.0,0.0,00:37:38,00:38:27,41,79
Cycling,2019-06-15 10:13:11,Berkeley Cycling,30.67,"1,665",02:35:35,142,165,11.8,36.8,"3,081","3,094",0.0,46.4,0.0,02:30:53,02:45:52,469,"1,680"
Running,2019-06-13 16:45:15,Oakland Running,5.27,756,00:59:09,151,169,11:14,7:38,624,148,0.97,0.0,0.0,00:56:33,00:59:09,778,"1,263"
Cycling,2019-06-12 18:31:07,Berkeley Cycling,22.02,"1,318",01:41:00,150,167,13.1,37.3,"2,011","1,939",0.0,51.8,0.0,01:40:41,01:44:52,965,"1,652"
Running,2019-06-09 10:05:22,Oakland Running,5.34,761,01:04:01,--,--,12:00,1:15,678,665,0.94,0.0,0.0,01:01:28,01:04:01,785,"1,266"
Cycling,2019-06-08 09:44:39,Berkeley Cycling,36.62,"1,991",02:54:58,142,173,12.6,38.9,"3,438","3,428",0.0,66.2,0.0,02:52:21,03:09:35,472,"1,633"
Running,2019-06-05 15:52:41,Oakland Running,5.03,784,00:59:58,153,173,11:55,5:21,733,668,0.95,0.0,0.0,00:56:40,00:59:58,761,"1,295"
Cycling,2019-06-04 17:29:26,Berkeley Cycling,21.73,"1,345",01:48:00,149,170,12.1,36.2,"1,975","1,913",0.0,71.6,0.0,01:45:48,01:53:21,"1,034","1,705"
Cycling,2019-06-02 10:12:24,Berkeley Cycling,33.69,"1,845",02:49:10,141,166,11.9,36.4,"3,232","3,238",0.0,50.0,0.0,02:44:46,03:01:37,457,"1,650"
Running,2019-06-01 11:24:25,Oakland Running,5.42,839,01:05:13,152,169,12:02,6:13,657,652,0.93,0.0,0.0,00:59:32,01:05:13,798,"1,264"
Cycling,2019-05-27 09:08:05,Sausalito Cycling,42.06,"2,415",03:36:14,145,175,11.7,35.4,"4,035","4,055",0.0,42.8,0.0,03:28:47,03:43:54,130,"2,213"
Running,2019-05-25 10:18:50,Oakland Running,5.45,830,01:02:16,152,166,11:26,7:22,682,649,0.97,0.0,0.0,00:59:39,01:02:16,776,"1,274"
Cycling,2019-05-22 17:01:47,Berkeley Cycling,19.80,"1,273",01:39:22,156,180,12.0,34.2,"2,224","2,172",0.0,57.2,0.0,01:38:47,01:40:39,276,"1,625"
Cycling,2019-05-20 17:31:11,Berkeley Cycling,0.04,430,00:32:02,149,179,0.1,1.9,--,--,0.0,57.2,0.0,00:00:00,00:32:21,260,294
Running,2019-05-19 12:11:07,Albany Running,3.76,510,00:40:21,144,160,10:45,7:24,36,38,0.99,0.0,0.0,00:36:39,00:40:21,44,80
Cycling,2019-05-18 13:04:48,Berkeley Cycling,0.07,840,01:04:21,148,163,0.1,1.5,--,--,0.0,51.8,0.0,00:00:05,01:04:21,270,329
Cycling,2019-05-14 16:00:00,Berkeley Cycling,20.00,--,01:45:00,--,--,11.4,--,--,--,0.0,0.0,0.0,00:00:00,01:45:00,--,--
Cycling,2019-05-12 10:06:08,Sausalito Cycling,10.73,466,01:13:31,112,148,8.8,26.8,230,233,0.0,59.0,0.0,00:53:44,01:13:31,-17,176
Running,2019-05-11 10:12:42,Oakland Running,5.39,807,01:01:24,150,167,11:23,3:33,"1,050","1,056",0.97,0.0,0.0,00:57:51,01:01:24,779,"1,298"
Cycling,2019-05-09 16:27:44,Berkeley Cycling,19.95,"1,226",01:42:29,152,173,11.7,34.2,"2,310","2,257",0.0,44.6,0.0,01:41:45,01:47:24,306,"1,690"
Cycling,2019-05-06 17:36:15,Berkeley Cycling,0.04,689,00:53:02,143,164,0.0,1.1,--,--,0.0,55.4,0.0,00:00:00,00:53:02,278,325
Running,2019-05-05 09:21:14,San Francisco Running,4.05,497,00:49:59,127,147,12:20,2:55,230,237,0.93,0.0,0.0,00:48:22,00:50:02,14,236
Cycling,2019-05-04 09:00:47,Berkeley Cycling,34.97,"2,173",03:03:08,144,171,11.5,38.6,"3,678","3,776",0.0,48.2,0.0,02:53:24,03:34:55,185,"1,675"
Running,2019-05-03 12:21:11,Albany Running,3.74,511,00:38:03,150,164,10:11,3:36,25,27,1.03,0.0,0.0,00:37:31,00:38:03,41,79
Cycling,2019-04-30 17:11:27,Berkeley Cycling,0.06,760,00:53:02,150,162,0.1,1.2,--,--,0.0,57.2,0.0,00:00:00,00:53:02,341,409
Running,2019-04-28 14:54:46,Oakland Running,5.11,783,00:58:29,151,165,11:27,7:09,549,513,0.97,0.0,0.0,00:56:14,00:58:29,800,"1,271"
Cycling,2019-04-27 09:44:48,Berkeley Cycling,36.78,"2,483",03:11:21,151,177,11.5,39.0,"3,776","3,825",0.0,50.0,0.0,03:04:58,03:51:21,150,"1,690"
Running,2019-04-24 17:31:51,Albany Running,3.75,524,00:38:23,150,164,10:14,8:05,27,29,1.05,0.0,0.0,00:37:27,00:38:23,43,81
Cycling,2019-04-14 09:34:18,Sausalito Cycling,57.37,"3,158",04:27:24,143,170,12.9,40.1,"3,789","3,757",0.0,53.6,0.0,04:10:11,04:49:28,98,768
Running,2019-04-13 09:50:50,Oakland Running,5.17,763,01:03:44,142,159,12:19,2:39,677,673,0.91,0.0,0.0,00:57:09,01:03:44,791,"1,274"
Cycling,2019-04-11 15:42:14,Berkeley Cycling,20.87,"1,396",01:48:34,148,167,11.5,35.8,"2,428","2,349",0.0,51.8,0.0,01:47:25,01:55:46,293,"1,690"
Running,2019-04-10 17:56:30,Albany Running,3.68,540,00:38:15,153,167,10:24,6:37,36,38,1.03,0.0,0.0,00:36:26,00:38:15,42,79
Cycling,2019-04-09 15:37:43,Berkeley Cycling,21.16,"1,415",01:51:40,150,172,11.4,37.7,"2,067","2,379",0.0,55.4,0.0,01:47:49,02:00:32,-11,"1,642"
Cycling,2019-04-07 08:03:28,Berkeley Cycling,35.60,"2,002",02:58:24,142,163,12.0,37.3,"3,599","3,645",0.0,48.2,0.0,02:55:09,03:06:38,156,"1,646"
Running,2019-04-06 09:37:37,Albany Running,3.75,528,00:39:35,146,161,10:33,7:09,30,28,1.01,0.0,0.0,00:36:47,00:39:35,43,81
Cycling,2019-04-03 15:56:49,Berkeley Cycling,21.03,"1,406",01:46:56,153,175,11.8,35.3,"2,405","2,352",0.0,46.4,0.0,01:46:17,01:53:45,271,"1,651"
Running,2019-03-31 10:33:50,Albany Running,3.31,465,00:36:58,142,158,11:10,3:53,28,27,0.97,0.0,0.0,00:34:11,00:36:58,46,82
Cycling,2019-03-30 09:07:53,Berkeley Cycling,36.01,"2,215",03:10:53,147,173,11.3,36.9,"3,763","3,750",0.0,48.2,0.0,03:01:10,03:17:48,222,"1,687"
Cycling,2019-03-29 15:33:59,Berkeley Cycling,0.05,616,00:42:49,147,161,0.1,1.3,3,--,0.0,57.2,0.0,00:00:19,00:42:49,418,431
Cycling,2019-03-26 18:01:55,Berkeley Cycling,0.05,723,00:52:23,144,160,0.1,1.8,3,--,0.0,55.4,0.0,00:00:00,00:52:23,365,428
Cycling,2019-03-24 12:39:38,Berkeley Cycling,27.89,"1,634",02:25:37,143,165,11.5,42.8,"2,782","2,749",0.0,55.4,0.0,02:18:39,02:36:59,488,"1,923"
Running,2019-03-23 12:18:06,Albany Running,3.47,487,00:36:19,147,166,10:28,6:53,30,31,1.01,0.0,0.0,00:34:04,00:36:19,44,80
Cycling,2019-03-22 16:34:05,Berkeley Cycling,0.03,539,00:37:09,147,176,0.1,1.0,--,--,0.0,53.6,0.0,00:00:00,00:37:09,251,289
Cycling,2019-03-20 18:20:16,Berkeley Cycling,0.06,770,00:54:10,148,162,0.1,1.5,--,--,0.0,53.6,0.0,00:00:09,00:54:10,347,354
Cycling,2019-03-19 17:32:14,Berkeley Cycling,0.07,796,00:55:08,147,160,0.1,--,--,--,0.0,55.4,0.0,00:00:00,00:55:08,308,342
Running,2019-03-17 11:07:52,Santa Cruz County - Running,9.92,896,04:43:22,--,--,28:34,4:28,"2,227","2,252",0.55,0.0,0.0,03:24:38,04:43:22,352,"1,341"
Cycling,2019-03-16 09:01:45,Sausalito - Cycling,39.61,"2,483",03:25:36,148,173,11.6,35.3,"3,261","3,258",0.0,42.8,0.0,03:14:52,03:44:21,68,901
Cycling,2019-03-13 16:40:48,Berkeley - Cycling,20.78,"1,514",01:53:48,149,169,11.0,34.8,"2,402","2,320",0.0,50.0,0.0,01:49:55,02:09:42,256,"1,715"
Running,2019-03-11 17:28:16,Albany - Running,3.77,561,00:43:56,148,180,11:38,6:17,38,40,0.91,0.0,0.0,00:37:45,00:43:56,44,80
Cycling,2019-03-10 15:13:20,Berkeley - Cycling,0.05,956,01:06:34,148,168,0.0,1.2,--,--,0.0,48.2,0.0,00:00:00,01:06:34,351,430
Running,2019-03-09 08:33:43,Albany - Running,3.83,521,00:44:04,139,158,11:30,4:27,32,27,0.93,0.0,0.0,00:39:27,00:44:04,44,81
Cycling,2019-03-03 16:10:10,Berkeley - Cycling,0.05,831,00:55:23,151,166,0.1,--,--,--,0.0,53.6,0.0,00:00:00,00:55:23,314,360
Cycling,2019-03-02 13:45:59,Berkeley - Cycling,0.08,805,00:54:29,147,159,0.1,1.6,--,--,0.0,53.6,0.0,00:00:26,00:56:17,226,295
Strength Training,2019-02-27 18:00:00,Crossfit,0.00,--,01:00:00,--,--,--,--,--,--,0.0,0.0,0.0,00:00:00,01:00:00,--,--
Cycling,2019-02-26 17:30:18,Berkeley - Cycling,0.06,715,00:49:31,145,163,0.1,1.2,--,--,0.0,53.6,0.0,00:00:06,00:49:31,305,333
Cycling,2019-02-24 08:20:57,San Francisco - Cycling,39.57,"2,351",03:25:54,144,172,11.5,33.5,"3,205","3,176",0.0,39.2,0.0,03:14:12,03:49:27,-304,"1,841"
Running,2019-02-23 11:05:06,Albany - Running,3.71,516,00:39:08,147,163,10:33,7:05,27,24,1.0,0.0,0.0,00:38:07,00:39:08,43,80
Cycling,2019-02-21 17:07:15,Berkeley - Cycling,0.04,740,00:49:45,147,158,0.0,1.0,--,--,0.0,50.0,0.0,00:02:02,00:49:45,188,327
Strength Training,2019-02-20 18:00:00,Crossfit,0.00,--,01:00:00,--,--,--,--,--,--,0.0,0.0,0.0,00:00:00,01:00:00,--,--
Cycling,2019-02-18 13:38:36,Berkeley Cycling,19.66,"1,271",01:44:15,144,167,11.3,31.0,"2,096","2,054",0.0,44.6,0.0,01:42:04,01:55:43,285,"1,684"
Cycling,2019-02-17 12:14:21,Berkeley Cycling,27.87,"1,760",02:24:28,150,175,11.6,36.9,"2,838","2,818",0.0,39.2,0.0,02:19:16,02:31:53,136,"1,624"
Running,2019-02-16 13:21:41,Albany Running,3.71,524,00:38:38,151,165,10:24,7:25,41,44,1.03,0.0,0.0,00:37:49,00:38:38,42,80
Cycling,2019-02-10 13:58:34,Berkeley Cycling,19.44,"1,282",01:50:54,146,175,10.5,35.1,"2,100","2,159",0.0,37.4,0.0,01:44:44,01:57:04,109,"1,629"
Running,2019-02-09 10:55:55,Albany Running,4.02,568,00:50:02,143,168,12:27,4:35,33,31,0.86,0.0,0.0,00:40:34,00:50:02,43,84
Cycling,2019-02-06 17:25:07,Berkeley Cycling,0.06,746,00:49:23,150,167,0.1,1.5,--,--,0.0,51.8,0.0,00:00:30,00:49:23,325,343
Cycling,2019-02-04 17:23:20,Berkeley Cycling,0.08,775,00:51:10,151,173,0.1,1.4,--,--,0.0,48.2,0.0,00:00:18,00:51:10,340,354
Cycling,2019-02-02 09:12:27,Berkeley Cycling,0.06,820,00:55:12,149,164,0.1,2.7,--,--,0.0,51.8,0.0,00:00:21,00:55:16,83,297
Cycling,2019-01-30 16:59:54,Berkeley Cycling,0.05,742,00:49:19,151,164,0.1,1.8,--,--,0.0,55.4,0.0,00:00:00,00:49:19,177,304
Cycling,2019-01-29 17:38:23,Berkeley Cycling,0.03,714,00:49:41,148,163,0.0,1.5,--,--,0.0,55.4,0.0,00:00:07,00:49:41,407,593
Running,2019-01-27 15:17:12,Albany Running,2.69,401,00:29:24,152,171,10:54,6:34,22,25,1.02,0.0,0.0,00:28:19,00:29:24,43,72
Cycling,2019-01-26 08:57:10,Berkeley Cycling,23.76,"1,461",02:09:49,146,169,11.0,37.7,"2,425","2,444",0.0,50.0,0.0,02:04:06,02:15:00,330,"1,797"
Cycling,2019-01-25 16:10:12,Berkeley Cycling,0.03,657,00:46:02,150,168,0.0,1.2,--,--,0.0,57.2,0.0,00:01:06,00:46:02,306,331
Cycling,2019-01-24 15:55:09,Berkeley Cycling,0.03,696,00:49:48,153,174,0.0,--,--,--,0.0,55.4,0.0,00:00:00,00:49:48,360,439
Cycling,2019-01-21 10:29:12,Sausalito Cycling,25.72,"1,713",02:14:26,146,176,11.5,34.6,"2,041","2,008",0.0,46.4,0.0,02:08:04,02:28:38,-31,"1,524"
Cycling,2019-01-19 09:13:22,Berkeley Cycling,27.87,"1,588",02:25:05,149,174,11.5,35.5,"2,753","2,753",0.0,51.8,0.0,02:21:01,02:46:46,272,"2,020"
Cycling,2019-01-16 17:15:34,Berkeley Cycling,0.10,636,00:45:05,154,177,0.1,1.5,--,--,0.0,57.2,0.0,00:01:02,00:45:05,257,318
Cycling,2019-01-15 16:46:02,Berkeley Cycling,0.06,719,00:48:49,159,174,0.1,1.6,--,3,0.0,50.0,0.0,00:00:16,00:48:49,84,286
Cycling,2019-01-12 16:24:24,Berkeley Cycling,0.03,706,00:50:17,155,179,0.0,1.2,--,--,0.0,55.4,0.0,00:00:00,00:50:17,355,363
Cycling,2019-01-10 16:48:20,Berkeley Cycling,0.03,544,00:36:31,152,172,0.1,1.3,--,--,0.0,55.4,0.0,00:00:00,00:40:38,363,510
Running,2019-01-01 11:11:38,Marin County Running,2.90,274,01:13:32,--,--,25:20,3:05,671,280,0.58,0.0,0.0,00:57:20,01:13:32,669,"1,112"
Cycling,2018-12-21 16:34:39,Berkeley Cycling,0.09,575,00:41:51,146,168,0.1,1.9,--,--,0.0,57.2,0.0,00:01:36,00:41:51,314,402
Cycling,2018-12-19 17:07:53,Berkeley Cycling,0.07,432,00:33:19,145,173,0.1,1.4,--,--,0.0,57.2,0.0,00:00:33,00:33:19,289,337
Running,2018-12-16 10:23:41,Contra Costa County Running,3.71,591,00:47:54,141,160,12:55,6:04,532,527,0.89,0.0,0.0,00:45:54,00:47:54,"1,248","1,511"
Cycling,2018-12-15 08:36:13,Berkeley Cycling,27.82,"1,473",02:26:19,143,167,11.4,35.8,"2,756","2,795",0.0,48.2,0.0,02:22:47,02:34:51,165,"1,646"
Cycling,2018-12-13 17:27:46,Berkeley Cycling,0.06,600,00:43:24,151,174,0.1,1.4,--,--,0.0,55.4,0.0,00:00:05,00:43:24,315,386
Cycling,2018-12-11 18:09:52,Berkeley Cycling,0.02,586,00:42:13,153,172,0.0,1.1,--,--,0.0,55.4,0.0,00:00:00,00:42:14,346,386
Running,2018-12-09 10:03:27,Albany Running,3.44,472,00:38:25,141,154,11:10,7:14,32,33,0.97,0.0,0.0,00:36:42,00:38:34,44,81
Cycling,2018-12-08 09:35:04,Berkeley Cycling,19.85,"1,280",01:55:16,148,170,10.3,39.1,"2,205","2,208",0.0,44.6,0.0,01:48:06,02:09:02,412,"1,871"
Cycling,2018-12-03 16:55:39,Berkeley Cycling,0.05,492,00:36:10,148,174,0.1,1.1,--,--,0.0,50.0,0.0,00:00:00,00:36:15,266,302
Cycling,2018-12-02 09:44:27,Sausalito Cycling,27.41,"1,356",02:09:41,143,178,12.7,28.8,"1,043","1,020",0.0,42.8,0.0,01:59:25,02:30:17,-16,428
Running,2018-12-01 10:25:27,Albany Running,3.78,522,00:38:01,152,182,10:03,5:45,32,29,1.06,0.0,0.0,00:37:40,00:38:01,44,80
Running,2018-11-25 10:17:11,Albany Running,3.64,496,00:37:00,150,166,10:09,4:55,35,39,1.04,0.0,0.0,00:36:28,00:37:00,43,80
Running,2018-11-20 09:08:53,Albany Running,3.07,455,00:33:07,153,170,10:46,7:06,25,27,0.99,0.0,0.0,00:31:57,00:33:07,44,76
Running,2018-11-18 11:41:30,Albany Running,3.67,563,00:39:24,157,170,10:44,8:07,28,30,0.99,0.0,0.0,00:38:15,00:39:24,44,80
Running,2018-11-07 17:03:55,Albany Running,3.59,496,00:37:10,148,167,10:20,7:33,38,38,1.02,0.0,0.0,00:36:26,00:37:10,43,80
Running,2018-11-05 17:02:32,Albany Running,3.65,537,00:37:36,--,--,10:19,6:15,36,37,1.03,0.0,0.0,00:37:36,00:37:36,43,81
Running,2018-11-01 17:51:21,Albany Running,3.20,442,00:33:22,154,174,10:25,7:46,15,14,1.03,0.0,0.0,00:32:22,00:33:22,44,78
Running,2018-10-07 12:49:45,Albany Running,3.04,415,00:32:58,150,164,10:50,6:09,30,29,1.01,0.0,0.0,00:31:29,00:32:58,43,77
Running,2018-09-23 10:37:20,Contra Costa County Running,3.79,646,00:50:03,153,173,13:12,3:53,328,325,0.84,0.0,0.0,00:45:14,00:50:03,"1,266","1,511"
Running,2018-09-14 09:33:56,Teton County Running,5.44,226,04:03:22,--,--,44:42,13:04,"2,938",--,0.32,0.0,0.0,01:14:48,04:03:22,"6,734","9,690"
Cycling,2018-09-08 10:41:09,Santa Rosa Cycling,20.62,865,01:24:55,131,154,14.6,25.6,453,446,0.0,62.6,0.0,01:21:13,01:24:59,37,115
Cycling,2018-09-03 11:10:05,Berkeley Cycling,23.60,"1,434",02:13:39,142,166,10.6,38.1,"2,415","2,428",0.0,59.0,0.0,02:07:46,02:34:42,174,"1,627"
Cycling,2018-07-30 08:59:11,Mendocino County Cycling,26.52,"1,147",01:52:35,136,158,14.1,34.8,"1,060","1,040",0.0,50.0,0.0,01:48:08,01:52:35,-7,235
Running,2018-07-22 09:36:08,Nevada County Running,2.13,194,00:58:44,--,--,27:34,3:17,206,231,0.54,0.0,0.0,00:42:55,00:58:44,"7,095","7,251"
Running,2018-07-20 15:19:01,Truckee Running,3.36,314,01:31:56,--,--,27:24,5:21,66,48,0.52,0.0,0.0,01:06:14,01:31:56,"5,933","5,974"
Cycling,2018-07-15 09:12:01,Berkeley Cycling,19.89,"1,151",01:51:22,143,166,10.7,39.8,"2,218","2,247",0.0,51.8,0.0,01:45:38,01:57:14,291,"1,777"
Running,2018-07-08 09:46:13,Contra Costa County Running,2.84,464,00:37:10,140,157,13:05,6:49,252,254,0.85,0.0,0.0,00:34:43,00:42:10,"1,266","1,472"
Running,2018-07-05 18:07:13,Albany Running,3.73,513,00:36:07,156,179,9:41,4:08,42,40,1.1,0.0,0.0,00:35:35,00:36:07,43,81
Running,2018-06-24 16:07:45,Albany Running,3.71,499,00:36:43,151,165,9:54,6:33,26,28,1.08,0.0,0.0,00:36:01,00:36:43,45,80
Running,2018-06-17 10:09:17,Albany Running,3.08,402,00:32:33,141,156,10:35,6:28,32,29,1.03,0.0,0.0,00:32:01,00:32:33,43,76
Cycling,2018-06-16 08:51:06,Berkeley Cycling,28.07,"1,527",02:31:36,141,163,11.1,38.9,"2,746","2,772",0.0,53.6,0.0,02:24:31,02:36:26,175,"1,648"
Running,2018-06-10 15:07:51,Contra Costa County Running,1.58,120,00:55:00,--,--,34:55,3:27,146,130,0.41,0.0,0.0,00:27:57,00:55:00,742,837
Running,2018-06-10 11:10:21,Contra Costa County Running,3.94,585,00:44:58,147,167,11:24,3:14,262,263,0.96,0.0,0.0,00:42:54,00:44:58,"1,259","1,517"
Running,2018-06-03 09:51:39,Albany Running,3.63,498,00:37:43,149,167,10:23,7:40,40,38,1.04,0.0,0.0,00:36:43,00:37:43,42,81
Cycling,2018-06-02 08:55:39,Sausalito Cycling,58.34,"3,656",04:28:34,154,178,13.0,39.7,"3,852","3,819",0.0,60.8,0.0,04:20:31,04:57:45,-28,"1,467"
Running,2018-05-30 17:59:47,Albany Running,3.62,504,00:36:11,154,171,10:00,8:06,36,40,1.07,0.0,0.0,00:35:43,00:36:11,45,81
Running,2018-05-28 16:16:23,Contra Costa County Running,3.89,696,00:47:24,158,175,12:11,5:52,320,323,0.91,0.0,0.0,00:44:23,00:47:24,"1,254","1,525"
Running,2018-05-23 17:33:00,Albany Running,3.59,480,00:35:18,147,161,9:50,7:24,31,32,1.08,0.0,0.0,00:35:02,00:35:18,44,81
Cycling,2018-05-22 17:27:22,Berkeley Cycling,0.06,588,00:46:22,143,174,0.1,1.1,--,--,0.0,55.4,0.0,00:00:00,00:46:22,276,287
Cycling,2018-05-20 08:50:39,Berkeley Cycling,36.02,"1,819",03:05:01,143,171,11.7,40.3,"3,737","3,776",0.0,46.4,0.0,02:58:25,03:10:39,152,"1,635"
Running,2018-05-19 09:52:55,Albany Running,3.46,473,00:35:01,148,163,10:07,7:35,25,25,1.05,0.0,0.0,00:34:27,00:35:01,44,80
Cycling,2018-05-17 16:43:38,Berkeley Cycling,18.94,"1,113",01:45:26,145,173,10.8,36.7,"1,975","2,070",0.0,53.6,0.0,01:39:52,01:49:50,180,"1,660"
Running,2018-05-16 17:56:25,Albany Running,3.63,522,00:36:07,155,177,9:57,5:17,40,42,1.07,0.0,0.0,00:35:31,00:36:07,44,81
Running,2018-05-12 08:25:36,Albany Running,3.73,481,00:37:11,144,162,9:59,4:28,33,34,1.09,0.0,0.0,00:36:09,00:37:11,44,80
Cycling,2018-05-08 17:41:53,Berkeley Cycling,20.74,"1,205",01:41:59,153,176,12.2,36.0,"2,379","2,316",0.0,50.0,0.0,01:40:50,01:47:53,253,"1,617"
Cycling,2018-05-06 08:38:19,Berkeley Cycling,31.26,"1,707",02:32:59,147,171,12.3,39.3,"3,127","3,166",0.0,46.4,0.0,02:29:15,02:38:33,320,"1,822"
Running,2018-05-03 17:58:25,Albany Running,3.62,533,00:37:29,155,177,10:21,7:54,31,34,1.04,0.0,0.0,00:37:05,00:37:29,44,81
Cycling,2018-04-22 09:11:06,Berkeley Cycling,36.13,"1,865",03:08:46,141,169,11.5,37.8,"3,688","3,675",0.0,55.4,0.0,02:58:38,03:10:45,317,"1,750"
Running,2018-04-21 09:26:38,Albany Running,3.62,502,00:37:59,147,167,10:31,6:34,36,39,1.01,0.0,0.0,00:37:07,00:37:59,44,81
Cycling,2018-04-19 17:25:36,Berkeley Cycling,21.08,"1,254",01:46:50,152,178,11.8,35.3,"2,402","2,375",0.0,51.8,0.0,01:44:30,01:54:57,474,"1,826"
Running,2018-04-17 18:26:01,Albany Running,3.56,502,00:36:16,151,167,10:11,7:25,37,39,1.06,0.0,0.0,00:35:39,00:36:16,43,81
Cycling,2018-04-14 08:34:45,Berkeley Cycling,38.69,"2,212",03:18:48,149,173,11.7,38.4,"4,098","4,094",0.0,50.0,0.0,03:14:43,03:29:35,227,"1,675"
Running,2018-04-13 15:51:28,Albany Running,3.61,522,00:39:30,149,166,10:56,5:01,27,26,1.0,0.0,0.0,00:37:28,00:39:30,42,81
Running,2018-04-10 17:16:27,Albany Running,3.62,502,00:38:53,146,166,10:45,6:56,37,39,1.02,0.0,0.0,00:37:35,00:38:53,44,80
Running,2018-04-08 08:44:39,Albany Running,3.59,511,00:37:06,150,168,10:20,0:54,27,27,1.05,0.0,0.0,00:36:52,00:37:06,44,80
