Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Avg Speed,Max Speed,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Training Stress Score®,Grit,Flow,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Cycling,2020-05-14 16:08:49,false,"Germantown Cycling","27.71","1,370","01:41:43","150","171","16.3","31.7","640","650","0.00","0.0","0.0","0.0","0.0","0.0","0:00","69.8","0:00","No","00:00.00","1","0.0","01:41:00","01:44:51","271","409"
Cycling,2020-05-12 17:36:04,false,"Trainer-Tabatas","0.03","481","00:32:43","150","182","0.1","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","60.8","0:00","No","00:00.00","1","0.0","00:00:00","00:32:45","331","532"
Cycling,2020-05-10 09:42:34,false,"Germantown Cycling","42.07","1,743","02:41:20","139","155","15.6","28.8","1,230","1,240","0.00","0.0","0.0","0.0","0.0","0.0","0:00","59.0","0:00","No","00:00.00","1","0.0","02:38:55","02:47:58","290","737"
Cycling,2020-05-07 16:31:48,false,"Germantown Cycling","23.05","1,083","01:24:33","144","161","16.4","32.7","502","522","0.00","0.0","0.0","0.0","0.0","0.0","0:00","62.6","0:00","No","00:00.00","1","0.0","01:22:39","01:27:38","407","512"
Cycling,2020-05-05 16:39:53,false,"Germantown Cycling","26.32","1,289","01:34:52","150","176","16.6","29.8","732","761","0.00","0.0","0.0","0.0","0.0","0.0","0:00","66.2","0:00","No","00:00.00","1","0.0","01:34:19","01:34:52","209","343"
Cycling,2020-05-02 09:39:48,false,"Germantown Cycling","38.25","2,119","03:09:08","136","166","12.1","30.9","955","909","0.00","0.0","0.0","0.0","0.0","0.0","0:00","66.2","0:00","No","00:00.00","1","0.0","02:51:30","03:28:20","204","318"
Cycling,2020-04-30 17:08:05,false,"Germantown Cycling","25.85","1,254","01:37:10","146","167","16.0","28.5","627","646","0.00","0.0","0.0","0.0","0.0","0.0","0:00","62.6","0:00","No","00:00.00","1","0.0","01:35:23","01:41:16","274","410"
Cycling,2020-04-26 09:49:12,false,"Germantown Cycling","38.79","1,724","02:29:52","141","161","15.5","29.3","1,056","1,132","0.00","0.0","0.0","0.0","0.0","0.0","0:00","53.6","0:00","No","00:00.00","1","0.0","02:27:14","02:37:35","419","566"
Cycling,2020-04-24 16:23:04,false,"Germantown Cycling","25.86","1,281","01:35:08","149","167","16.3","29.6","653","617","0.00","0.0","0.0","0.0","0.0","0.0","0:00","60.8","0:00","No","00:00.00","1","0.0","01:33:41","01:36:23","179","361"
Cycling,2020-04-21 16:40:14,false,"Germantown Cycling","23.16","1,212","01:27:48","152","174","15.8","27.2","522","515","0.00","0.0","0.0","0.0","0.0","0.0","0:00","68.0","0:00","No","00:00.00","1","0.0","01:26:10","01:30:22","142","245"
Cycling,2020-04-18 10:15:18,false,"Germantown Cycling","35.17","1,600","02:13:18","143","163","15.8","30.1","906","892","0.00","0.0","0.0","0.0","0.0","0.0","0:00","46.4","0:00","No","00:00.00","1","0.0","02:10:52","02:22:50","299","441"
Cycling,2020-04-15 17:24:08,false,"Germantown Cycling","23.12","1,011","01:30:51","137","159","15.3","27.5","515","541","0.00","0.0","0.0","0.0","0.0","0.0","0:00","51.8","0:00","No","00:00.00","1","0.0","01:28:07","01:32:18","313","497"
Cycling,2020-04-11 10:37:11,false,"Germantown Cycling","33.36","1,561","02:03:58","148","167","16.1","33.4","745","732","0.00","0.0","0.0","0.0","0.0","0.0","0:00","59.0","0:00","No","00:00.00","1","0.0","02:02:27","02:11:19","293","474"
Cycling,2020-04-09 16:23:20,false,"Germantown Cycling","25.73","1,138","01:37:51","145","169","15.8","27.0","636","650","0.00","0.0","0.0","0.0","0.0","0.0","0:00","60.8","0:00","No","00:00.00","1","0.0","01:35:53","01:42:02","266","404"
Cycling,2020-04-05 11:07:50,false,"Germantown Cycling","23.79","1,093","01:33:57","140","159","15.2","28.4","551","545","0.00","0.0","0.0","0.0","0.0","0.0","0:00","60.8","0:00","No","00:00.00","1","0.0","01:31:20","01:37:33","315","474"
Cycling,2020-03-28 13:59:05,false,"Berkeley Cycling","24.86","1,234","02:12:36","138","163","11.3","34.6","2,638","2,628","0.00","0.0","0.0","0.0","0.0","0.0","0:00","42.8","0:00","No","00:00.00","1","0.0","02:11:06","02:20:06","317","1,718"
Cycling,2020-03-27 16:06:37,false,"Berkeley Cycling","19.96","1,307","01:48:22","152","172","11.1","36.4","2,247","2,254","0.00","0.0","0.0","0.0","0.0","0.0","0:00","42.8","0:00","No","00:00.00","1","0.0","01:45:09","01:54:14","386","1,773"
Cycling,2020-03-22 09:35:02,false,"Berkeley Cycling","24.78","1,410","02:08:26","145","163","11.6","34.8","2,612","2,598","0.00","0.0","0.0","0.0","0.0","0.0","0:00","48.2","0:00","No","00:00.00","1","0.0","02:07:25","02:10:16","263","1,623"
Cycling,2020-03-18 15:46:12,false,"Berkeley Cycling","20.47","1,195","01:48:29","147","167","11.3","34.9","2,333","2,287","0.00","0.0","0.0","0.0","0.0","0.0","0:00","44.6","0:00","No","00:00.00","1","0.0","01:47:11","01:54:00","289","1,677"
Cycling,2020-03-09 16:54:56,false,"Berkeley Cycling","12.73","985","01:07:38","151","168","11.3","35.7","1,512","1,503","0.00","0.0","0.0","0.0","0.0","0.0","0:00","50.0","0:00","No","00:00.00","1","0.0","01:06:48","01:34:53","273","1,638"
Cycling,2020-02-20 16:03:54,false,"Berkeley Cycling","15.97","1,171","01:26:51","153","174","11.0","34.7","1,959","1,916","0.00","0.0","0.0","0.0","0.0","0.0","0:00","50.0","0:00","No","00:00.00","1","0.0","01:26:00","01:31:23","465","1,818"
Cycling,2020-02-15 10:02:17,false,"Berkeley Cycling","27.90","1,706","02:23:07","147","166","11.7","40.3","2,730","2,759","0.00","0.0","0.0","0.0","0.0","0.0","0:00","50.0","0:00","No","00:00.00","1","0.0","02:19:11","02:31:28","432","1,894"
Cycling,2020-02-13 13:52:52,false,"Berkeley Cycling","23.92","1,518","02:03:55","146","168","11.6","35.0","2,546","2,523","0.00","0.0","0.0","0.0","0.0","0.0","0:00","42.8","0:00","No","00:00.00","1","0.0","02:01:55","02:11:19","274","1,675"
Cycling,2020-02-09 10:10:18,false,"Berkeley Cycling","19.03","1,214","01:53:41","141","162","10.0","38.0","2,178","2,037","0.00","0.0","0.0","0.0","0.0","0.0","0:00","46.4","0:00","No","00:00.00","1","0.0","01:46:46","01:59:21","180","1,707"
Cycling,2020-02-07 15:58:26,false,"Berkeley Cycling","19.44","1,396","01:40:48","157","176","11.6","35.0","2,221","2,192","0.00","0.0","0.0","0.0","0.0","0.0","0:00","46.4","0:00","No","00:00.00","1","0.0","01:39:34","01:42:39","288","1,645"
Cycling,2020-02-04 14:24:04,false,"Berkeley Cycling","11.52","821","01:08:22","141","167","10.1","35.0","1,542","1,165","0.00","0.0","0.0","0.0","0.0","0.0","0:00","44.6","0:00","No","00:00.00","1","0.0","01:07:54","01:48:13","261","1,641"
Cycling,2020-02-02 10:12:44,false,"Marin County Cycling","37.39","2,045","02:58:38","148","169","12.6","32.4","2,149","2,185","0.00","0.0","0.0","0.0","0.0","0.0","0:00","46.4","0:00","No","00:00.00","1","0.0","02:49:13","03:05:23","-31","614"
Cycling,2020-01-28 16:03:04,false,"Berkeley Cycling","15.74","1,068","01:30:08","151","171","10.5","34.9","1,988","1,952","0.00","0.0","0.0","0.0","0.0","0.0","0:00","42.8","0:00","No","00:00.00","1","0.0","01:27:55","01:33:37","490","1,863"
Cycling,2020-01-26 12:12:12,false,"Berkeley Cycling","23.63","1,397","02:11:02","148","174","10.8","35.8","2,425","2,457","0.00","0.0","0.0","0.0","0.0","0.0","0:00","50.0","0:00","No","00:00.00","1","0.0","02:07:02","02:20:26","449","1,921"
Cycling,2020-01-17 17:59:02,false,"Trainer","0.03","746","00:54:53","152","171","0.0","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","53.6","0:00","No","00:00.00","1","0.0","00:00:00","00:56:37","366","748"
Cycling,2020-01-14 18:14:52,false,"Trainer","0.02","826","00:57:28","158","173","0.0","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","55.4","0:00","No","00:00.00","1","0.0","00:00:00","00:57:28","353","504"
Cycling,2020-01-12 12:49:21,false,"Berkeley Cycling","18.65","1,520","01:56:36","156","177","9.6","36.9","2,277","1,368","0.00","0.0","0.0","0.0","0.0","0.0","0:00","42.8","0:00","No","00:00.00","1","0.0","01:48:11","02:26:32","121","1,714"
Cycling,2019-12-29 12:52:53,false,"Trainer","0.06","757","00:54:16","155","168","0.1","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","59.0","0:00","No","00:00.00","1","0.0","00:00:00","00:54:16","360","398"
Cycling,2019-12-28 10:53:30,false,"Berkeley Cycling","19.85","1,472","01:52:06","149","169","10.6","37.4","2,211","2,195","0.00","0.0","0.0","0.0","0.0","0.0","0:00","48.2","0:00","No","00:00.00","1","0.0","01:45:13","02:06:03","140","1,733"
Cycling,2019-12-19 18:17:04,false,"Trainer","0.03","596","00:42:24","155","175","0.0","1.2","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","60.8","0:00","No","00:00.00","1","0.0","00:00:37","00:42:24","323","329"
Cycling,2019-12-13 19:28:13,false,"Trainer","0.04","597","00:38:36","158","172","0.1","1.1","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","59.0","0:00","No","07:39.54","2","0.0","00:00:08","00:39:36","283","335"
Cycling,2019-11-05 17:58:08,false,"Trainer","0.07","761","00:50:01","159","185","0.1","1.4","--","7","0.00","0.0","0.0","0.0","0.0","0.0","0:00","55.4","0:00","No","00:00.00","1","0.0","00:01:05","00:50:01","182","259"
Cycling,2019-10-29 16:36:34,false,"Berkeley Cycling","11.34","794","01:10:08","145","166","9.7","35.2","1,539","1,060","0.00","0.0","0.0","0.0","0.0","0.0","0:00","55.4","0:00","No","00:00.00","1","0.0","01:04:56","01:34:47","285","1,625"
Cycling,2019-10-28 17:23:45,false,"Trainer","0.03","--","00:48:34","--","--","0.0","1.0","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","59.0","0:00","No","00:00.00","1","0.0","00:00:00","00:48:34","289","293"
Cycling,2019-10-25 10:57:42,false,"Trainer","0.02","490","00:35:57","150","165","0.0","1.5","3","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","60.8","0:00","No","00:00.00","1","0.0","00:00:00","00:35:57","312","334"
Cycling,2019-10-22 17:24:51,false,"Trainer","0.05","655","00:49:59","148","168","0.1","1.2","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","62.6","0:00","No","00:00.00","1","0.0","00:00:00","00:49:59","291","388"
Cycling,2019-10-20 10:38:43,false,"Berkeley Cycling","23.62","1,335","02:03:23","151","174","11.5","37.4","2,264","2,293","0.00","0.0","0.0","0.0","0.0","0.0","0:00","59.0","0:00","No","00:00.00","1","0.0","02:00:03","02:08:18","421","1,874"
Cycling,2019-10-10 17:54:22,false,"Trainer","0.03","667","00:47:46","154","167","0.0","1.6","--","7","0.00","0.0","0.0","0.0","0.0","0.0","0:00","59.0","0:00","No","00:00.00","1","0.0","00:00:48","00:47:46","209","257"
Cycling,2019-10-09 17:34:03,false,"Trainer","0.02","493","00:35:10","153","167","0.0","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","59.0","0:00","No","00:00.00","1","0.0","00:00:00","00:35:10","252","314"
Cycling,2019-09-29 16:20:55,false,"Berkeley Cycling","7.75","569","00:44:14","149","170","10.5","33.5","928","906","0.00","0.0","0.0","0.0","0.0","0.0","0:00","55.4","0:00","No","00:00.00","1","0.0","00:42:26","01:19:46","181","858"
Cycling,2019-09-13 17:27:45,false,"Berkeley Cycling","0.01","295","00:20:30","153","170","0.0","1.2","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","66.2","0:00","No","00:00.00","1","0.0","00:00:00","00:20:30","449","455"
Cycling,2019-08-18 08:37:18,false,"Berkeley Cycling","35.95","1,859","03:03:03","146","169","11.8","39.4","3,652","3,730","0.00","0.0","0.0","0.0","0.0","0.0","0:00","55.4","0:00","No","00:00.00","1","0.0","02:56:57","03:12:03","135","1,619"
Cycling,2019-08-13 16:50:01,false,"Berkeley Cycling","19.88","1,203","01:44:25","152","176","11.4","36.5","2,175","2,103","0.00","0.0","0.0","0.0","0.0","0.0","0:00","64.4","0:00","No","00:00.00","1","0.0","01:41:04","01:56:12","280","1,585"
Cycling,2019-08-10 08:53:08,false,"Sausalito Cycling","42.06","2,388","03:38:27","149","175","11.6","36.2","3,881","3,930","0.00","0.0","0.0","0.0","0.0","0.0","0:00","55.4","0:00","No","00:00.00","1","0.0","03:32:13","03:55:14","-33","2,005"
Cycling,2019-08-04 09:00:09,false,"Berkeley Cycling","27.85","1,499","02:16:01","148","173","12.3","39.9","2,671","2,687","0.00","0.0","0.0","0.0","0.0","0.0","0:00","53.6","0:00","No","00:00.00","1","0.0","02:13:28","02:23:10","109","1,570"
Cycling,2019-07-13 08:43:06,false,"Berkeley Cycling","23.53","1,472","01:56:31","143","170","12.1","35.3","2,205","2,287","0.00","0.0","0.0","0.0","0.0","0.0","0:00","51.8","0:00","No","00:00.00","1","0.0","01:53:32","02:36:44","142","1,666"
Cycling,2019-07-10 17:32:38,false,"Berkeley Cycling","12.78","878","01:08:04","153","177","11.3","33.0","1,539","1,480","0.00","0.0","0.0","0.0","0.0","0.0","0:00","59.0","0:00","No","00:00.00","1","0.0","01:07:50","01:09:03","440","1,784"
Cycling,2019-07-07 09:04:57,false,"Berkeley Cycling","22.89","1,132","02:04:26","136","164","11.0","38.9","2,533","2,536","0.00","0.0","0.0","0.0","0.0","0.0","0:00","48.2","0:00","No","00:00.00","1","0.0","01:59:03","02:07:43","152","1,634"
Cycling,2019-07-02 17:15:41,false,"Berkeley Cycling","19.96","1,110","01:44:59","144","172","11.4","36.5","2,244","2,175","0.00","0.0","0.0","0.0","0.0","0.0","0:00","53.6","0:00","No","00:00.00","1","0.0","01:42:36","01:47:50","280","1,627"
Cycling,2019-06-30 08:26:49,false,"San Francisco Cycling","39.65","2,096","03:06:20","143","175","12.8","34.9","1,900","1,929","0.00","0.0","0.0","0.0","0.0","0.0","0:00","50.0","0:00","No","00:00.00","1","0.0","02:52:42","04:10:23","-99","348"
Cycling,2019-06-23 10:35:34,false,"Placer County Cycling","15.76","2,267","03:33:14","144","179","4.4","28.8","1,401","2,546","0.00","0.0","0.0","0.0","0.0","0.0","0:00","64.4","0:00","No","00:00.00","1","0.0","02:33:23","03:33:14","6,613","8,134"
Cycling,2019-06-15 10:13:11,false,"Berkeley Cycling","30.67","1,665","02:35:35","142","165","11.8","36.8","3,081","3,094","0.00","0.0","0.0","0.0","0.0","0.0","0:00","46.4","0:00","No","00:00.00","1","0.0","02:30:53","02:45:52","469","1,680"
Cycling,2019-06-12 18:31:07,false,"Berkeley Cycling","22.02","1,318","01:41:00","150","167","13.1","37.3","2,011","1,939","0.00","0.0","0.0","0.0","0.0","0.0","0:00","51.8","0:00","No","00:00.00","1","0.0","01:40:41","01:44:52","965","1,652"
Cycling,2019-06-08 09:44:39,false,"Berkeley Cycling","36.62","1,991","02:54:58","142","173","12.6","38.9","3,438","3,428","0.00","0.0","0.0","0.0","0.0","0.0","0:00","66.2","0:00","No","00:00.00","1","0.0","02:52:21","03:09:35","472","1,633"
Cycling,2019-06-04 17:29:26,false,"Berkeley Cycling","21.73","1,345","01:48:00","149","170","12.1","36.2","1,975","1,913","0.00","0.0","0.0","0.0","0.0","0.0","0:00","71.6","0:00","No","00:00.00","1","0.0","01:45:48","01:53:21","1,034","1,705"
Cycling,2019-06-02 10:12:24,false,"Berkeley Cycling","33.69","1,845","02:49:10","141","166","11.9","36.4","3,232","3,238","0.00","0.0","0.0","0.0","0.0","0.0","0:00","50.0","0:00","No","00:00.00","1","0.0","02:44:46","03:01:37","457","1,650"
Cycling,2019-05-27 09:08:05,false,"Sausalito Cycling","42.06","2,415","03:36:14","145","175","11.7","35.4","4,035","4,055","0.00","0.0","0.0","0.0","0.0","0.0","0:00","42.8","0:00","No","00:00.00","1","0.0","03:28:47","03:43:54","130","2,213"
Cycling,2019-05-22 17:01:47,false,"Berkeley Cycling","19.80","1,273","01:39:22","156","180","12.0","34.2","2,224","2,172","0.00","0.0","0.0","0.0","0.0","0.0","0:00","57.2","0:00","No","00:00.00","1","0.0","01:38:47","01:40:39","276","1,625"
Cycling,2019-05-20 17:31:11,false,"Berkeley Cycling","0.04","430","00:32:02","149","179","0.1","1.9","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","57.2","0:00","No","00:00.00","1","0.0","00:00:00","00:32:21","260","294"
Cycling,2019-05-18 13:04:48,false,"Berkeley Cycling","0.07","840","01:04:21","148","163","0.1","1.5","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","51.8","0:00","No","00:00.00","1","0.0","00:00:05","01:04:21","270","329"
Cycling,2019-05-14 16:00:00,false,"Berkeley Cycling","20.00","--","01:45:00","--","--","11.4","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0","00:00:00","01:45:00","--","--"
Cycling,2019-05-12 10:06:08,false,"Sausalito Cycling","10.73","466","01:13:31","112","148","8.8","26.8","230","233","0.00","0.0","0.0","0.0","0.0","0.0","0:00","59.0","0:00","No","00:00.00","1","0.0","00:53:44","01:13:31","-17","176"
Cycling,2019-05-09 16:27:44,false,"Berkeley Cycling","19.95","1,226","01:42:29","152","173","11.7","34.2","2,310","2,257","0.00","0.0","0.0","0.0","0.0","0.0","0:00","44.6","0:00","No","00:00.00","1","0.0","01:41:45","01:47:24","306","1,690"
Cycling,2019-05-06 17:36:15,false,"Berkeley Cycling","0.04","689","00:53:02","143","164","0.0","1.1","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","55.4","0:00","No","00:00.00","1","0.0","00:00:00","00:53:02","278","325"
Cycling,2019-05-04 09:00:47,false,"Berkeley Cycling","34.97","2,173","03:03:08","144","171","11.5","38.6","3,678","3,776","0.00","0.0","0.0","0.0","0.0","0.0","0:00","48.2","0:00","No","00:00.00","1","0.0","02:53:24","03:34:55","185","1,675"
Cycling,2019-04-30 17:11:27,false,"Berkeley Cycling","0.06","760","00:53:02","150","162","0.1","1.2","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","57.2","0:00","No","00:00.00","1","0.0","00:00:00","00:53:02","341","409"
Cycling,2019-04-27 09:44:48,false,"Berkeley Cycling","36.78","2,483","03:11:21","151","177","11.5","39.0","3,776","3,825","0.00","0.0","0.0","0.0","0.0","0.0","0:00","50.0","0:00","No","00:00.00","1","0.0","03:04:58","03:51:21","150","1,690"
Cycling,2019-04-14 09:34:18,false,"Sausalito Cycling","57.37","3,158","04:27:24","143","170","12.9","40.1","3,789","3,757","0.00","0.0","0.0","0.0","0.0","0.0","0:00","53.6","0:00","No","00:00.00","1","0.0","04:10:11","04:49:28","98","768"
Cycling,2019-04-11 15:42:14,false,"Berkeley Cycling","20.87","1,396","01:48:34","148","167","11.5","35.8","2,428","2,349","0.00","0.0","0.0","0.0","0.0","0.0","0:00","51.8","0:00","No","00:00.00","1","0.0","01:47:25","01:55:46","293","1,690"
Cycling,2019-04-09 15:37:43,false,"Berkeley Cycling","21.16","1,415","01:51:40","150","172","11.4","37.7","2,067","2,379","0.00","0.0","0.0","0.0","0.0","0.0","0:00","55.4","0:00","No","00:00.00","1","0.0","01:47:49","02:00:32","-11","1,642"
Cycling,2019-04-07 08:03:28,false,"Berkeley Cycling","35.60","2,002","02:58:24","142","163","12.0","37.3","3,599","3,645","0.00","0.0","0.0","0.0","0.0","0.0","0:00","48.2","0:00","No","00:00.00","1","0.0","02:55:09","03:06:38","156","1,646"
Cycling,2019-04-03 15:56:49,false,"Berkeley Cycling","21.03","1,406","01:46:56","153","175","11.8","35.3","2,405","2,352","0.00","0.0","0.0","0.0","0.0","0.0","0:00","46.4","0:00","No","00:00.00","1","0.0","01:46:17","01:53:45","271","1,651"
Cycling,2019-03-30 09:07:53,false,"Berkeley Cycling","36.01","2,215","03:10:53","147","173","11.3","36.9","3,763","3,750","0.00","0.0","0.0","0.0","0.0","0.0","0:00","48.2","0:00","No","00:00.00","1","0.0","03:01:10","03:17:48","222","1,687"
Cycling,2019-03-29 15:33:59,false,"Berkeley Cycling","0.05","616","00:42:49","147","161","0.1","1.3","3","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","57.2","0:00","No","00:00.00","1","0.0","00:00:19","00:42:49","418","431"
Cycling,2019-03-26 18:01:55,false,"Berkeley Cycling","0.05","723","00:52:23","144","160","0.1","1.8","3","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","55.4","0:00","No","00:00.00","1","0.0","00:00:00","00:52:23","365","428"
Cycling,2019-03-24 12:39:38,false,"Berkeley Cycling","27.89","1,634","02:25:37","143","165","11.5","42.8","2,782","2,749","0.00","0.0","0.0","0.0","0.0","0.0","0:00","55.4","0:00","No","00:00.00","1","0.0","02:18:39","02:36:59","488","1,923"
Cycling,2019-03-22 16:34:05,false,"Berkeley Cycling","0.03","539","00:37:09","147","176","0.1","1.0","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","53.6","0:00","No","00:00.00","1","0.0","00:00:00","00:37:09","251","289"
Cycling,2019-03-20 18:20:16,false,"Berkeley Cycling","0.06","770","00:54:10","148","162","0.1","1.5","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","53.6","0:00","No","00:00.00","1","0.0","00:00:09","00:54:10","347","354"
Cycling,2019-03-19 17:32:14,false,"Berkeley Cycling","0.07","796","00:55:08","147","160","0.1","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","55.4","0:00","No","00:00.00","1","0.0","00:00:00","00:55:08","308","342"
Cycling,2019-03-16 09:01:45,false,"Sausalito - Cycling","39.61","2,483","03:25:36","148","173","11.6","35.3","3,261","3,258","0.00","0.0","0.0","0.0","0.0","0.0","0:00","42.8","0:00","No","00:00.00","1","0.0","03:14:52","03:44:21","68","901"
Cycling,2019-03-13 16:40:48,false,"Berkeley - Cycling","20.78","1,514","01:53:48","149","169","11.0","34.8","2,402","2,320","0.00","0.0","0.0","0.0","0.0","0.0","0:00","50.0","0:00","No","00:00.00","1","0.0","01:49:55","02:09:42","256","1,715"
Cycling,2019-03-10 15:13:20,false,"Berkeley - Cycling","0.05","956","01:06:34","148","168","0.0","1.2","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","48.2","0:00","No","00:00.00","1","0.0","00:00:00","01:06:34","351","430"
Cycling,2019-03-03 16:10:10,false,"Berkeley - Cycling","0.05","831","00:55:23","151","166","0.1","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","53.6","0:00","No","00:00.00","1","0.0","00:00:00","00:55:23","314","360"
Cycling,2019-03-02 13:45:59,false,"Berkeley - Cycling","0.08","805","00:54:29","147","159","0.1","1.6","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","53.6","0:00","No","00:00.00","1","0.0","00:00:26","00:56:17","226","295"
Cycling,2019-02-26 17:30:18,false,"Berkeley - Cycling","0.06","715","00:49:31","145","163","0.1","1.2","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","53.6","0:00","No","00:00.00","1","0.0","00:00:06","00:49:31","305","333"
Cycling,2019-02-24 08:20:57,false,"San Francisco - Cycling","39.57","2,351","03:25:54","144","172","11.5","33.5","3,205","3,176","0.00","0.0","0.0","0.0","0.0","0.0","0:00","39.2","0:00","No","00:00.00","1","0.0","03:14:12","03:49:27","-304","1,841"
Cycling,2019-02-21 17:07:15,false,"Berkeley - Cycling","0.04","740","00:49:45","147","158","0.0","1.0","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","50.0","0:00","No","00:00.00","1","0.0","00:02:02","00:49:45","188","327"
Cycling,2019-02-18 13:38:36,false,"Berkeley Cycling","19.66","1,271","01:44:15","144","167","11.3","31.0","2,096","2,054","0.00","0.0","0.0","0.0","0.0","0.0","0:00","44.6","0:00","No","00:00.00","1","0.0","01:42:04","01:55:43","285","1,684"
Cycling,2019-02-17 12:14:21,false,"Berkeley Cycling","27.87","1,760","02:24:28","150","175","11.6","36.9","2,838","2,818","0.00","0.0","0.0","0.0","0.0","0.0","0:00","39.2","0:00","No","00:00.00","1","0.0","02:19:16","02:31:53","136","1,624"
Cycling,2019-02-10 13:58:34,false,"Berkeley Cycling","19.44","1,282","01:50:54","146","175","10.5","35.1","2,100","2,159","0.00","0.0","0.0","0.0","0.0","0.0","0:00","37.4","0:00","No","00:00.00","1","0.0","01:44:44","01:57:04","109","1,629"
Cycling,2019-02-06 17:25:07,false,"Berkeley Cycling","0.06","746","00:49:23","150","167","0.1","1.5","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","51.8","0:00","No","00:00.00","1","0.0","00:00:30","00:49:23","325","343"
Cycling,2019-02-04 17:23:20,false,"Berkeley Cycling","0.08","775","00:51:10","151","173","0.1","1.4","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","48.2","0:00","No","00:00.00","1","0.0","00:00:18","00:51:10","340","354"
Cycling,2019-02-02 09:12:27,false,"Berkeley Cycling","0.06","820","00:55:12","149","164","0.1","2.7","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","51.8","0:00","No","00:00.00","1","0.0","00:00:21","00:55:16","83","297"
Cycling,2019-01-30 16:59:54,false,"Berkeley Cycling","0.05","742","00:49:19","151","164","0.1","1.8","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","55.4","0:00","No","00:00.00","1","0.0","00:00:00","00:49:19","177","304"
Cycling,2019-01-29 17:38:23,false,"Berkeley Cycling","0.03","714","00:49:41","148","163","0.0","1.5","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","55.4","0:00","No","00:00.00","1","0.0","00:00:07","00:49:41","407","593"
Cycling,2019-01-26 08:57:10,false,"Berkeley Cycling","23.76","1,461","02:09:49","146","169","11.0","37.7","2,425","2,444","0.00","0.0","0.0","0.0","0.0","0.0","0:00","50.0","0:00","No","00:00.00","1","0.0","02:04:06","02:15:00","330","1,797"
Cycling,2019-01-25 16:10:12,false,"Berkeley Cycling","0.03","657","00:46:02","150","168","0.0","1.2","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","57.2","0:00","No","00:00.00","1","0.0","00:01:06","00:46:02","306","331"
Cycling,2019-01-24 15:55:09,false,"Berkeley Cycling","0.03","696","00:49:48","153","174","0.0","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","55.4","0:00","No","00:00.00","1","0.0","00:00:00","00:49:48","360","439"
Cycling,2019-01-21 10:29:12,false,"Sausalito Cycling","25.72","1,713","02:14:26","146","176","11.5","34.6","2,041","2,008","0.00","0.0","0.0","0.0","0.0","0.0","0:00","46.4","0:00","No","00:00.00","1","0.0","02:08:04","02:28:38","-31","1,524"
Cycling,2019-01-19 09:13:22,false,"Berkeley Cycling","27.87","1,588","02:25:05","149","174","11.5","35.5","2,753","2,753","0.00","0.0","0.0","0.0","0.0","0.0","0:00","51.8","0:00","No","00:00.00","1","0.0","02:21:01","02:46:46","272","2,020"
Cycling,2019-01-16 17:15:34,false,"Berkeley Cycling","0.10","636","00:45:05","154","177","0.1","1.5","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","57.2","0:00","No","00:00.00","1","0.0","00:01:02","00:45:05","257","318"
